,0,1,class_label,target_label
5810,0.99,0.01,0,IN
5811,1.0,0.0,0,IN
5812,1.0,0.0,0,IN
5813,0.02,0.98,1,IN
5814,0.97,0.03,0,IN
5815,1.0,0.0,0,IN
5816,0.99,0.01,0,IN
5817,0.99,0.01,0,IN
5818,0.97,0.03,0,IN
5819,0.95,0.05,0,IN
5820,1.0,0.0,0,IN
5821,1.0,0.0,0,IN
5822,0.19,0.81,1,IN
5823,0.92,0.08,0,IN
5824,1.0,0.0,0,IN
5825,1.0,0.0,0,IN
5826,0.97,0.03,0,IN
5827,0.95,0.05,0,IN
5828,0.23,0.77,1,IN
5829,0.1,0.9,1,IN
5830,0.97,0.03,0,IN
5831,0.28,0.72,1,IN
5832,0.94,0.06,0,IN
5833,0.98,0.02,0,IN
5834,0.99,0.01,0,IN
5835,0.08,0.92,1,IN
5836,0.94,0.06,0,IN
5837,0.99,0.01,0,IN
5838,0.23,0.77,1,IN
5839,0.12,0.88,1,IN
5840,1.0,0.0,0,IN
5841,0.03,0.97,1,IN
5842,1.0,0.0,0,IN
5843,0.99,0.01,0,IN
5844,1.0,0.0,0,IN
5845,0.74,0.26,0,IN
5846,0.98,0.02,0,IN
5847,1.0,0.0,0,IN
5848,0.35,0.65,1,IN
5849,0.12,0.88,1,IN
5850,0.94,0.06,0,IN
5851,1.0,0.0,0,IN
5852,0.03,0.97,1,IN
5853,0.96,0.04,0,IN
5854,1.0,0.0,0,IN
5855,0.16,0.84,1,IN
5856,0.94,0.06,0,IN
5857,0.93,0.07,0,IN
5858,0.09,0.91,1,IN
5859,0.96,0.04,0,IN
5860,0.99,0.01,0,IN
5861,1.0,0.0,0,IN
5862,0.02,0.98,1,IN
5863,1.0,0.0,0,IN
5864,0.78,0.22,0,IN
5865,1.0,0.0,0,IN
5866,1.0,0.0,0,IN
5867,0.99,0.01,0,IN
5868,0.99,0.01,0,IN
5869,1.0,0.0,0,IN
5870,1.0,0.0,0,IN
5871,1.0,0.0,0,IN
5872,1.0,0.0,0,IN
5873,0.98,0.02,0,IN
5874,0.02,0.98,1,IN
5875,0.89,0.11,0,IN
5876,0.99,0.01,0,IN
5877,1.0,0.0,0,IN
5878,0.99,0.01,0,IN
5879,0.96,0.04,0,IN
5880,0.96,0.04,0,IN
5881,1.0,0.0,0,IN
5882,0.83,0.17,0,IN
5883,1.0,0.0,0,IN
5884,1.0,0.0,0,IN
5885,0.96,0.04,0,IN
5886,0.76,0.24,0,IN
5887,0.25,0.75,1,IN
5888,0.08,0.92,1,IN
5889,0.14,0.86,1,IN
5890,1.0,0.0,0,IN
5891,0.66,0.34,0,IN
5892,0.99,0.01,0,IN
5893,0.02,0.98,1,IN
5894,0.83,0.17,0,IN
5895,1.0,0.0,0,IN
5896,1.0,0.0,0,IN
5897,0.97,0.03,0,IN
5898,1.0,0.0,0,IN
5899,1.0,0.0,0,IN
5900,0.89,0.11,0,IN
5901,1.0,0.0,0,IN
5902,0.08,0.92,1,IN
5903,0.9,0.1,0,IN
5904,0.37,0.63,1,IN
5905,0.23,0.77,1,IN
5906,0.95,0.05,0,IN
5907,1.0,0.0,0,IN
5908,0.2,0.8,1,IN
5909,1.0,0.0,0,IN
5910,1.0,0.0,0,IN
5911,1.0,0.0,0,IN
5912,1.0,0.0,0,IN
5913,0.96,0.04,0,IN
5914,0.96,0.04,0,IN
5915,0.79,0.21,0,IN
5916,0.98,0.02,0,IN
5917,0.99,0.01,0,IN
5918,0.09,0.91,1,IN
5919,0.97,0.03,0,IN
5920,0.33,0.67,1,IN
5921,0.96,0.04,0,IN
5922,1.0,0.0,0,IN
5923,0.19,0.81,1,IN
5924,0.09,0.91,1,IN
5925,0.92,0.08,0,IN
5926,0.09,0.91,1,IN
5927,1.0,0.0,0,IN
5928,0.99,0.01,0,IN
5929,0.99,0.01,0,IN
5930,0.83,0.17,0,IN
5931,0.92,0.08,0,IN
5932,1.0,0.0,0,IN
5933,0.96,0.04,0,IN
5934,0.88,0.12,0,IN
5935,1.0,0.0,0,IN
5936,0.96,0.04,0,IN
5937,0.98,0.02,0,IN
5938,0.99,0.01,0,IN
5939,1.0,0.0,0,IN
5940,1.0,0.0,0,IN
5941,1.0,0.0,0,IN
5942,1.0,0.0,0,IN
5943,0.16,0.84,1,IN
5944,0.99,0.01,0,IN
5945,0.97,0.03,0,IN
5946,0.12,0.88,1,IN
5947,0.99,0.01,0,IN
5948,0.98,0.02,0,IN
5949,0.98,0.02,0,IN
5950,1.0,0.0,0,IN
5951,0.15,0.85,1,IN
5952,0.96,0.04,0,IN
5953,0.94,0.06,0,IN
5954,0.97,0.03,0,IN
5955,0.99,0.01,0,IN
5956,0.01,0.99,1,IN
5957,1.0,0.0,0,IN
5958,1.0,0.0,0,IN
5959,0.98,0.02,0,IN
5960,1.0,0.0,0,IN
5961,0.02,0.98,1,IN
5962,0.93,0.07,0,IN
5963,1.0,0.0,0,IN
5964,0.96,0.04,0,IN
5965,0.07,0.93,1,IN
5966,0.17,0.83,1,IN
5967,0.03,0.97,1,IN
5968,0.98,0.02,0,IN
5969,0.99,0.01,0,IN
5970,0.06,0.94,1,IN
5971,1.0,0.0,0,IN
5972,0.85,0.15,0,IN
5973,1.0,0.0,0,IN
5974,0.95,0.05,0,IN
5975,1.0,0.0,0,IN
5976,0.23,0.77,1,IN
5977,1.0,0.0,0,IN
5978,0.84,0.16,0,IN
5979,0.98,0.02,0,IN
5980,0.96,0.04,0,IN
5981,0.94,0.06,0,IN
5982,0.1,0.9,1,IN
5983,0.94,0.06,0,IN
5984,0.99,0.01,0,IN
5985,0.79,0.21,0,IN
5986,0.72,0.28,0,IN
5987,1.0,0.0,0,IN
5988,0.88,0.12,0,IN
5989,0.96,0.04,0,IN
5990,0.96,0.04,0,IN
5991,0.0,1.0,1,IN
5992,0.18,0.82,1,IN
5993,0.04,0.96,1,IN
5994,0.86,0.14,0,IN
5995,0.96,0.04,0,IN
5996,0.09,0.91,1,IN
5997,0.95,0.05,0,IN
5998,0.99,0.01,0,IN
5999,1.0,0.0,0,IN
6000,1.0,0.0,0,IN
6001,1.0,0.0,0,IN
6002,1.0,0.0,0,IN
6003,0.94,0.06,0,IN
6004,0.97,0.03,0,IN
6005,0.91,0.09,0,IN
6006,1.0,0.0,0,IN
6007,1.0,0.0,0,IN
6008,0.99,0.01,0,IN
6009,1.0,0.0,0,IN
6010,1.0,0.0,0,IN
6011,0.95,0.05,0,IN
6012,0.98,0.02,0,IN
6013,0.98,0.02,0,IN
6014,0.05,0.95,1,IN
6015,0.83,0.17,0,IN
6016,0.02,0.98,1,IN
6017,0.96,0.04,0,IN
6018,0.93,0.07,0,IN
6019,0.93,0.07,0,IN
6020,0.99,0.01,0,IN
6021,0.98,0.02,0,IN
6022,0.1,0.9,1,IN
6023,0.08,0.92,1,IN
6024,0.66,0.34,0,IN
6025,0.97,0.03,0,IN
6026,0.95,0.05,0,IN
6027,0.02,0.98,1,IN
6028,1.0,0.0,0,IN
6029,1.0,0.0,0,IN
6030,0.92,0.08,0,IN
6031,1.0,0.0,0,IN
6032,0.94,0.06,0,IN
6033,0.94,0.06,0,IN
6034,1.0,0.0,0,OUT
6035,0.98,0.02,0,OUT
6036,1.0,0.0,0,OUT
6037,1.0,0.0,0,OUT
6038,0.83,0.17,0,OUT
6039,0.9,0.1,0,OUT
6040,0.95,0.05,0,OUT
6041,0.84,0.16,0,OUT
6042,0.09,0.91,1,OUT
6043,0.85,0.15,0,OUT
6044,0.44,0.56,1,OUT
6045,1.0,0.0,0,OUT
6046,0.54,0.46,0,OUT
6047,0.03,0.97,1,OUT
6048,0.73,0.27,0,OUT
6049,0.09,0.91,1,OUT
6050,0.99,0.01,0,OUT
6051,0.85,0.15,0,OUT
6052,0.02,0.98,1,OUT
6053,1.0,0.0,0,OUT
6054,1.0,0.0,0,OUT
6055,0.79,0.21,0,OUT
6056,1.0,0.0,0,OUT
6057,0.88,0.12,0,OUT
6058,1.0,0.0,0,OUT
6059,1.0,0.0,0,OUT
6060,1.0,0.0,0,OUT
6061,0.94,0.06,0,OUT
6062,0.99,0.01,0,OUT
6063,1.0,0.0,0,OUT
6064,0.97,0.03,0,OUT
6065,0.85,0.15,0,OUT
6066,0.92,0.08,0,OUT
6067,0.3,0.7,1,OUT
6068,0.22,0.78,1,OUT
6069,0.99,0.01,0,OUT
6070,0.11,0.89,1,OUT
6071,0.94,0.06,0,OUT
6072,1.0,0.0,0,OUT
6073,1.0,0.0,0,OUT
6074,0.68,0.32,0,OUT
6075,0.98,0.02,0,OUT
6076,0.93,0.07,0,OUT
6077,0.99,0.01,0,OUT
6078,0.28,0.72,1,OUT
6079,0.98,0.02,0,OUT
6080,0.14,0.86,1,OUT
6081,1.0,0.0,0,OUT
6082,0.99,0.01,0,OUT
6083,1.0,0.0,0,OUT
6084,0.96,0.04,0,OUT
6085,0.56,0.44,0,OUT
6086,0.96,0.04,0,OUT
6087,0.97,0.03,0,OUT
6088,0.95,0.05,0,OUT
6089,0.59,0.41,0,OUT
6090,0.79,0.21,0,OUT
6091,0.02,0.98,1,OUT
6092,1.0,0.0,0,OUT
6093,0.35,0.65,1,OUT
6094,0.55,0.45,0,OUT
6095,0.57,0.43,0,OUT
6096,0.88,0.12,0,OUT
6097,1.0,0.0,0,OUT
6098,0.12,0.88,1,OUT
6099,0.96,0.04,0,OUT
6100,0.24,0.76,1,OUT
6101,0.9,0.1,0,OUT
6102,0.76,0.24,0,OUT
6103,0.05,0.95,1,OUT
6104,0.95,0.05,0,OUT
6105,1.0,0.0,0,OUT
6106,0.96,0.04,0,OUT
6107,0.42,0.58,1,OUT
6108,0.98,0.02,0,OUT
6109,0.96,0.04,0,OUT
6110,0.98,0.02,0,OUT
6111,0.99,0.01,0,OUT
6112,0.06,0.94,1,OUT
6113,0.9,0.1,0,OUT
6114,1.0,0.0,0,OUT
6115,0.84,0.16,0,OUT
6116,0.99,0.01,0,OUT
6117,0.26,0.74,1,OUT
6118,1.0,0.0,0,OUT
6119,1.0,0.0,0,OUT
6120,0.99,0.01,0,OUT
6121,0.82,0.18,0,OUT
6122,0.89,0.11,0,OUT
6123,0.92,0.08,0,OUT
6124,1.0,0.0,0,OUT
6125,0.88,0.12,0,OUT
6126,0.61,0.39,0,OUT
6127,0.54,0.46,0,OUT
6128,0.31,0.69,1,OUT
6129,0.75,0.25,0,OUT
6130,0.83,0.17,0,OUT
6131,0.21,0.79,1,OUT
6132,0.2,0.8,1,OUT
6133,1.0,0.0,0,OUT
6134,0.69,0.31,0,OUT
6135,0.9,0.1,0,OUT
6136,0.9,0.1,0,OUT
6137,1.0,0.0,0,OUT
6138,0.7,0.3,0,OUT
6139,0.24,0.76,1,OUT
6140,0.9,0.1,0,OUT
6141,0.62,0.38,0,OUT
6142,0.65,0.35,0,OUT
6143,0.78,0.22,0,OUT
6144,1.0,0.0,0,OUT
6145,1.0,0.0,0,OUT
6146,0.59,0.41,0,OUT
6147,0.36,0.64,1,OUT
6148,1.0,0.0,0,OUT
6149,1.0,0.0,0,OUT
6150,1.0,0.0,0,OUT
6151,1.0,0.0,0,OUT
6152,0.98,0.02,0,OUT
6153,0.32,0.68,1,OUT
6154,0.06,0.94,1,OUT
6155,1.0,0.0,0,OUT
6156,0.93,0.07,0,OUT
6157,0.99,0.01,0,OUT
6158,0.94,0.06,0,OUT
6159,0.05,0.95,1,OUT
6160,0.24,0.76,1,OUT
6161,1.0,0.0,0,OUT
6162,0.95,0.05,0,OUT
6163,1.0,0.0,0,OUT
6164,0.93,0.07,0,OUT
6165,0.99,0.01,0,OUT
6166,1.0,0.0,0,OUT
6167,0.82,0.18,0,OUT
6168,1.0,0.0,0,OUT
6169,0.96,0.04,0,OUT
6170,0.84,0.16,0,OUT
6171,0.96,0.04,0,OUT
6172,0.86,0.14,0,OUT
6173,0.77,0.23,0,OUT
6174,0.57,0.43,0,OUT
6175,1.0,0.0,0,OUT
6176,0.99,0.01,0,OUT
6177,0.9,0.1,0,OUT
6178,0.98,0.02,0,OUT
6179,0.94,0.06,0,OUT
6180,0.95,0.05,0,OUT
6181,0.31,0.69,1,OUT
6182,0.81,0.19,0,OUT
6183,0.43,0.57,1,OUT
6184,0.7,0.3,0,OUT
6185,0.25,0.75,1,OUT
6186,0.93,0.07,0,OUT
6187,0.91,0.09,0,OUT
6188,0.97,0.03,0,OUT
6189,1.0,0.0,0,OUT
6190,0.93,0.07,0,OUT
6191,0.92,0.08,0,OUT
6192,1.0,0.0,0,OUT
6193,0.99,0.01,0,OUT
6194,0.95,0.05,0,OUT
6195,0.93,0.07,0,OUT
6196,1.0,0.0,0,OUT
6197,0.0,1.0,1,OUT
6198,0.47,0.53,1,OUT
6199,1.0,0.0,0,OUT
6200,0.96,0.04,0,OUT
6201,0.97,0.03,0,OUT
6202,0.99,0.01,0,OUT
6203,0.9,0.1,0,OUT
6204,0.3,0.7,1,OUT
6205,0.99,0.01,0,OUT
6206,0.98,0.02,0,OUT
6207,1.0,0.0,0,OUT
6208,1.0,0.0,0,OUT
6209,0.24,0.76,1,OUT
6210,1.0,0.0,0,OUT
6211,0.55,0.45,0,OUT
6212,0.95,0.05,0,OUT
6213,1.0,0.0,0,OUT
6214,1.0,0.0,0,OUT
6215,0.03,0.97,1,OUT
6216,0.97,0.03,0,OUT
6217,0.2,0.8,1,OUT
6218,0.67,0.33,0,OUT
6219,0.99,0.01,0,OUT
6220,1.0,0.0,0,OUT
6221,1.0,0.0,0,OUT
6222,0.54,0.46,0,OUT
6223,0.44,0.56,1,OUT
6224,0.97,0.03,0,OUT
6225,0.88,0.12,0,OUT
6226,0.96,0.04,0,OUT
6227,0.09,0.91,1,OUT
6228,0.99,0.01,0,OUT
6229,1.0,0.0,0,OUT
6230,0.18,0.82,1,OUT
6231,0.86,0.14,0,OUT
6232,0.64,0.36,0,OUT
6233,0.95,0.05,0,OUT
6234,0.9,0.1,0,OUT
6235,1.0,0.0,0,OUT
6236,1.0,0.0,0,OUT
6237,1.0,0.0,0,OUT
6238,0.54,0.46,0,OUT
6239,0.83,0.17,0,OUT
6240,0.91,0.09,0,OUT
6241,1.0,0.0,0,OUT
6242,0.94,0.06,0,OUT
6243,0.86,0.14,0,OUT
6244,1.0,0.0,0,OUT
6245,0.57,0.43,0,OUT
6246,0.07,0.93,1,OUT
6247,0.64,0.36,0,OUT
6248,0.3,0.7,1,OUT
6249,1.0,0.0,0,OUT
6250,0.97,0.03,0,OUT
6251,0.91,0.09,0,OUT
6252,0.23,0.77,1,OUT
6253,0.99,0.01,0,OUT
6254,0.92,0.08,0,OUT
6255,0.07,0.93,1,OUT
6256,0.85,0.15,0,OUT
6257,0.71,0.29,0,OUT
6258,0.5,0.5,0,OUT
6259,0.9,0.1,0,OUT
6260,0.04,0.96,1,OUT
6261,1.0,0.0,0,OUT
6262,1.0,0.0,0,OUT
6263,0.93,0.07,0,OUT
6264,0.26,0.74,1,OUT
6265,1.0,0.0,0,OUT
6266,0.93,0.07,0,OUT
6267,1.0,0.0,0,OUT
6268,0.43,0.57,1,OUT
6269,0.61,0.39,0,OUT
6270,0.95,0.05,0,OUT
6271,0.46,0.54,1,OUT
6272,0.67,0.33,0,OUT
6273,0.09,0.91,1,OUT
6274,1.0,0.0,0,OUT
6275,0.61,0.39,0,OUT
6276,0.63,0.37,0,OUT
6277,0.96,0.04,0,OUT
6278,0.32,0.68,1,OUT
6279,0.99,0.01,0,OUT
6280,1.0,0.0,0,OUT
6281,0.42,0.58,1,OUT
6282,1.0,0.0,0,OUT
6283,1.0,0.0,0,OUT
6284,1.0,0.0,0,OUT
6285,0.98,0.02,0,OUT
6286,1.0,0.0,0,OUT
6287,0.98,0.02,0,OUT
6288,0.56,0.44,0,OUT
6289,0.98,0.02,0,OUT
6290,1.0,0.0,0,OUT
6291,1.0,0.0,0,OUT
6292,1.0,0.0,0,OUT
6293,0.95,0.05,0,OUT
6294,0.99,0.01,0,OUT
6295,0.81,0.19,0,OUT
6296,0.95,0.05,0,OUT
6297,0.89,0.11,0,OUT
6298,0.95,0.05,0,OUT
6299,0.08,0.92,1,OUT
6300,0.98,0.02,0,OUT
6301,0.88,0.12,0,OUT
6302,1.0,0.0,0,OUT
6303,0.09,0.91,1,OUT
6304,0.35,0.65,1,OUT
6305,0.97,0.03,0,OUT
6306,0.99,0.01,0,OUT
6307,0.95,0.05,0,OUT
6308,0.7,0.3,0,OUT
6309,0.98,0.02,0,OUT
6310,0.98,0.02,0,OUT
6311,0.97,0.03,0,OUT
6312,0.77,0.23,0,OUT
6313,0.36,0.64,1,OUT
6314,1.0,0.0,0,OUT
6315,0.31,0.69,1,OUT
6316,0.97,0.03,0,OUT
6317,0.48,0.52,1,OUT
6318,0.92,0.08,0,OUT
6319,1.0,0.0,0,OUT
6320,1.0,0.0,0,OUT
6321,0.41,0.59,1,OUT
6322,0.03,0.97,1,OUT
6323,0.61,0.39,0,OUT
6324,1.0,0.0,0,OUT
6325,0.97,0.03,0,OUT
6326,0.78,0.22,0,OUT
6327,0.8,0.2,0,OUT
6328,1.0,0.0,0,OUT
6329,1.0,0.0,0,OUT
6330,0.88,0.12,0,OUT
6331,0.97,0.03,0,OUT
6332,0.94,0.06,0,OUT
6333,0.98,0.02,0,OUT
6334,0.96,0.04,0,OUT
6335,0.97,0.03,0,OUT
6336,0.98,0.02,0,OUT
6337,0.99,0.01,0,OUT
6338,0.87,0.13,0,OUT
6339,0.18,0.82,1,OUT
6340,0.28,0.72,1,OUT
6341,0.07,0.93,1,OUT
6342,0.7,0.3,0,OUT
6343,0.99,0.01,0,OUT
6344,1.0,0.0,0,OUT
6345,0.87,0.13,0,OUT
6346,0.01,0.99,1,OUT
6347,0.58,0.42,0,OUT
6348,0.97,0.03,0,OUT
6349,0.97,0.03,0,OUT
6350,1.0,0.0,0,OUT
6351,0.86,0.14,0,OUT
6352,0.05,0.95,1,OUT
6353,0.94,0.06,0,OUT
6354,0.82,0.18,0,OUT
6355,0.99,0.01,0,OUT
6356,0.83,0.17,0,OUT
6357,1.0,0.0,0,OUT
6358,1.0,0.0,0,OUT
6359,0.46,0.54,1,OUT
6360,0.97,0.03,0,OUT
6361,0.03,0.97,1,OUT
6362,0.01,0.99,1,OUT
6363,0.55,0.45,0,OUT
6364,1.0,0.0,0,OUT
6365,0.56,0.44,0,OUT
6366,0.04,0.96,1,OUT
6367,0.59,0.41,0,OUT
6368,0.97,0.03,0,OUT
6369,0.85,0.15,0,OUT
6370,0.94,0.06,0,OUT
6371,1.0,0.0,0,OUT
6372,0.99,0.01,0,OUT
6373,0.3,0.7,1,OUT
6374,0.92,0.08,0,OUT
6375,0.99,0.01,0,OUT
6376,1.0,0.0,0,OUT
6377,0.99,0.01,0,OUT
6378,0.98,0.02,0,OUT
6379,1.0,0.0,0,OUT
6380,1.0,0.0,0,OUT
6381,1.0,0.0,0,OUT
6382,0.06,0.94,1,OUT
6383,1.0,0.0,0,OUT
6384,0.98,0.02,0,OUT
6385,0.14,0.86,1,OUT
6386,1.0,0.0,0,OUT
6387,0.89,0.11,0,OUT
6388,0.09,0.91,1,OUT
6389,0.86,0.14,0,OUT
6390,0.26,0.74,1,OUT
6391,1.0,0.0,0,OUT
6392,0.93,0.07,0,OUT
6393,0.89,0.11,0,OUT
6394,1.0,0.0,0,OUT
6395,0.81,0.19,0,OUT
6396,0.1,0.9,1,OUT
6397,0.89,0.11,0,OUT
6398,0.98,0.02,0,OUT
6399,0.48,0.52,1,OUT
6400,1.0,0.0,0,OUT
6401,0.95,0.05,0,OUT
6402,0.36,0.64,1,OUT
6403,0.41,0.59,1,OUT
6404,1.0,0.0,0,OUT
6405,0.38,0.62,1,OUT
6406,0.7,0.3,0,OUT
6407,0.97,0.03,0,OUT
6408,0.92,0.08,0,OUT
6409,0.31,0.69,1,OUT
6410,0.86,0.14,0,OUT
6411,0.96,0.04,0,OUT
6412,0.97,0.03,0,OUT
6413,0.46,0.54,1,OUT
6414,0.4,0.6,1,OUT
6415,0.94,0.06,0,OUT
6416,0.06,0.94,1,OUT
6417,0.51,0.49,0,OUT
6418,0.96,0.04,0,OUT
6419,0.96,0.04,0,OUT
6420,0.69,0.31,0,OUT
6421,0.57,0.43,0,OUT
6422,0.99,0.01,0,OUT
6423,0.11,0.89,1,OUT
6424,1.0,0.0,0,OUT
6425,1.0,0.0,0,OUT
6426,0.64,0.36,0,OUT
6427,0.95,0.05,0,OUT
6428,0.57,0.43,0,OUT
6429,0.76,0.24,0,OUT
6430,1.0,0.0,0,OUT
6431,0.28,0.72,1,OUT
6432,1.0,0.0,0,OUT
6433,0.56,0.44,0,OUT
6434,0.11,0.89,1,OUT
6435,0.21,0.79,1,OUT
6436,0.92,0.08,0,OUT
6437,0.9,0.1,0,OUT
6438,0.95,0.05,0,OUT
6439,0.62,0.38,0,OUT
6440,0.99,0.01,0,OUT
6441,0.99,0.01,0,OUT
6442,0.98,0.02,0,OUT
6443,1.0,0.0,0,OUT
6444,0.92,0.08,0,OUT
6445,0.64,0.36,0,OUT
6446,0.85,0.15,0,OUT
6447,0.28,0.72,1,OUT
6448,1.0,0.0,0,OUT
6449,0.54,0.46,0,OUT
6450,0.82,0.18,0,OUT
6451,1.0,0.0,0,OUT
6452,0.81,0.19,0,OUT
6453,0.99,0.01,0,OUT
6454,0.91,0.09,0,OUT
6455,1.0,0.0,0,OUT
6456,0.92,0.08,0,OUT
6457,0.96,0.04,0,OUT
6458,0.06,0.94,1,OUT
6459,0.64,0.36,0,OUT
6460,0.94,0.06,0,OUT
6461,0.15,0.85,1,OUT
6462,0.99,0.01,0,OUT
6463,0.87,0.13,0,OUT
6464,0.9,0.1,0,OUT
6465,1.0,0.0,0,OUT
6466,0.54,0.46,0,OUT
6467,0.95,0.05,0,OUT
6468,0.99,0.01,0,OUT
6469,0.97,0.03,0,OUT
6470,1.0,0.0,0,OUT
6471,1.0,0.0,0,OUT
6472,1.0,0.0,0,OUT
6473,0.13,0.87,1,OUT
6474,0.25,0.75,1,OUT
6475,0.86,0.14,0,OUT
6476,0.97,0.03,0,OUT
6477,0.73,0.27,0,OUT
6478,0.94,0.06,0,OUT
6479,0.86,0.14,0,OUT
6480,1.0,0.0,0,OUT
6481,0.89,0.11,0,OUT
6482,0.98,0.02,0,OUT
6483,0.77,0.23,0,OUT
6484,1.0,0.0,0,OUT
6485,1.0,0.0,0,OUT
6486,0.83,0.17,0,OUT
6487,1.0,0.0,0,OUT
6488,0.96,0.04,0,OUT
6489,0.99,0.01,0,OUT
6490,0.99,0.01,0,OUT
6491,1.0,0.0,0,OUT
6492,0.88,0.12,0,OUT
6493,0.99,0.01,0,OUT
6494,1.0,0.0,0,OUT
6495,1.0,0.0,0,OUT
6496,0.95,0.05,0,OUT
6497,1.0,0.0,0,OUT
6498,1.0,0.0,0,OUT
6499,0.34,0.66,1,OUT
6500,0.97,0.03,0,OUT
6501,0.24,0.76,1,OUT
6502,1.0,0.0,0,OUT
6503,0.22,0.78,1,OUT
6504,0.27,0.73,1,OUT
6505,0.03,0.97,1,OUT
6506,1.0,0.0,0,OUT
6507,1.0,0.0,0,OUT
6508,0.83,0.17,0,OUT
6509,1.0,0.0,0,OUT
6510,0.81,0.19,0,OUT
6511,0.97,0.03,0,OUT
6512,0.14,0.86,1,OUT
6513,1.0,0.0,0,OUT
6514,0.99,0.01,0,OUT
6515,1.0,0.0,0,OUT
6516,0.9,0.1,0,OUT
6517,0.91,0.09,0,OUT
6518,0.94,0.06,0,OUT
6519,0.95,0.05,0,OUT
6520,0.97,0.03,0,OUT
6521,0.69,0.31,0,OUT
6522,0.98,0.02,0,OUT
6523,0.38,0.62,1,OUT
6524,1.0,0.0,0,OUT
6525,0.98,0.02,0,OUT
6526,0.36,0.64,1,OUT
6527,1.0,0.0,0,OUT
6528,0.33,0.67,1,OUT
6529,0.98,0.02,0,OUT
6530,1.0,0.0,0,OUT
6531,0.95,0.05,0,OUT
6532,0.11,0.89,1,OUT
6533,0.38,0.62,1,OUT
6534,1.0,0.0,0,OUT
6535,0.99,0.01,0,OUT
6536,0.99,0.01,0,OUT
6537,0.01,0.99,1,OUT
6538,0.48,0.52,1,OUT
6539,0.56,0.44,0,OUT
6540,0.6,0.4,0,OUT
6541,0.99,0.01,0,OUT
6542,0.99,0.01,0,OUT
6543,0.99,0.01,0,OUT
6544,0.89,0.11,0,OUT
6545,0.66,0.34,0,OUT
6546,0.19,0.81,1,OUT
6547,0.4,0.6,1,OUT
6548,1.0,0.0,0,OUT
6549,0.39,0.61,1,OUT
6550,0.8,0.2,0,OUT
6551,0.81,0.19,0,OUT
6552,0.84,0.16,0,OUT
6553,0.42,0.58,1,OUT
6554,1.0,0.0,0,OUT
6555,0.98,0.02,0,OUT
6556,0.92,0.08,0,OUT
6557,1.0,0.0,0,OUT
6558,1.0,0.0,0,OUT
6559,0.81,0.19,0,OUT
6560,0.19,0.81,1,OUT
6561,1.0,0.0,0,OUT
6562,1.0,0.0,0,OUT
6563,0.06,0.94,1,OUT
6564,0.9,0.1,0,OUT
6565,0.85,0.15,0,OUT
6566,0.79,0.21,0,OUT
6567,1.0,0.0,0,OUT
6568,0.05,0.95,1,OUT
6569,0.2,0.8,1,OUT
6570,0.68,0.32,0,OUT
6571,0.77,0.23,0,OUT
6572,0.09,0.91,1,OUT
6573,1.0,0.0,0,OUT
6574,0.58,0.42,0,OUT
6575,0.8,0.2,0,OUT
6576,0.99,0.01,0,OUT
6577,1.0,0.0,0,OUT
6578,0.95,0.05,0,OUT
6579,0.8,0.2,0,OUT
6580,1.0,0.0,0,OUT
6581,1.0,0.0,0,OUT
6582,1.0,0.0,0,OUT
6583,0.99,0.01,0,OUT
6584,0.99,0.01,0,OUT
6585,0.95,0.05,0,OUT
6586,0.99,0.01,0,OUT
6587,0.82,0.18,0,OUT
6588,0.92,0.08,0,OUT
6589,0.97,0.03,0,OUT
6590,0.91,0.09,0,OUT
6591,0.97,0.03,0,OUT
6592,0.93,0.07,0,OUT
6593,0.02,0.98,1,OUT
6594,0.99,0.01,0,OUT
6595,0.14,0.86,1,OUT
6596,0.43,0.57,1,OUT
6597,0.94,0.06,0,OUT
6598,0.76,0.24,0,OUT
6599,0.36,0.64,1,OUT
6600,0.21,0.79,1,OUT
6601,1.0,0.0,0,OUT
6602,1.0,0.0,0,OUT
6603,1.0,0.0,0,OUT
6604,0.98,0.02,0,OUT
6605,0.41,0.59,1,OUT
6606,1.0,0.0,0,OUT
6607,0.85,0.15,0,OUT
6608,0.99,0.01,0,OUT
6609,0.92,0.08,0,OUT
6610,0.91,0.09,0,OUT
6611,0.98,0.02,0,OUT
6612,1.0,0.0,0,OUT
6613,0.07,0.93,1,OUT
6614,1.0,0.0,0,OUT
6615,0.84,0.16,0,OUT
6616,0.87,0.13,0,OUT
6617,0.85,0.15,0,OUT
6618,0.64,0.36,0,OUT
6619,0.12,0.88,1,OUT
6620,0.92,0.08,0,OUT
6621,0.5,0.5,0,OUT
6622,0.92,0.08,0,OUT
6623,0.71,0.29,0,OUT
6624,0.98,0.02,0,OUT
6625,1.0,0.0,0,OUT
6626,0.97,0.03,0,OUT
6627,0.95,0.05,0,OUT
6628,1.0,0.0,0,OUT
6629,0.65,0.35,0,OUT
6630,0.8,0.2,0,OUT
6631,1.0,0.0,0,OUT
6632,0.98,0.02,0,OUT
6633,1.0,0.0,0,OUT
6634,0.01,0.99,1,OUT
6635,0.81,0.19,0,OUT
6636,0.56,0.44,0,OUT
6637,0.81,0.19,0,OUT
6638,0.95,0.05,0,OUT
6639,0.97,0.03,0,OUT
6640,0.92,0.08,0,OUT
6641,0.71,0.29,0,OUT
6642,1.0,0.0,0,OUT
6643,0.74,0.26,0,OUT
6644,0.85,0.15,0,OUT
